contrast_id,parent_id,representative_pattern_id,name,city,centroid_lon,centroid_lat,geographic_stratum,agreement,baseline_agreement,delta,effective_k,boundary_tie_count
geometry:route_type:B1,NewTaipei:16923,NewTaipei:16923:158050:0:3964d78195e2efc7,F653B,NewTaipei,121.343326331,24.9672447658,NewTaipei:geo00,0.6,0.7,-0.1,10,1
geometry:route_type:B1,NewTaipei:16924,NewTaipei:16924:158051:0:06a1b902852ba334,F655,NewTaipei,121.353864087,25.0056729594,NewTaipei:geo00,0.8,0.9,-0.1,10,1
geometry:route_type:B1,NewTaipei:16926,NewTaipei:16926:158053:0:257893e7019bee0f,F656,NewTaipei,121.338439243,24.9606026087,NewTaipei:geo00,0.7,0.7,0,10,1
geometry:route_type:B1,NewTaipei:16929,NewTaipei:16929:158056:0:ceff046b35873601,F703前三班,NewTaipei,121.488781869,24.9493537167,NewTaipei:geo03,0.7,0.7,0,10,1
geometry:route_type:B1,NewTaipei:16930,NewTaipei:16930:159897:0:2f42933f6e9c75bb,592,NewTaipei,121.548524128,24.974132451,NewTaipei:geo03,0.1,0,0.1,10,1
geometry:route_type:B1,NewTaipei:16937,NewTaipei:16937:158064:0:d036e3ad0fa9e44b,F711,NewTaipei,121.628380049,25.0099559641,NewTaipei:geo06,0.3,0.3,0,10,1
geometry:route_type:B1,NewTaipei:16939,NewTaipei:16939:158066:0:5d90eb53115ea6a5,F713,NewTaipei,121.609268355,25.0057481969,NewTaipei:geo06,0.4,0.3,0.1,10,1
geometry:route_type:B1,NewTaipei:16940,NewTaipei:16940:158067:0:74d2c0156a52aa36,F712,NewTaipei,121.613851151,24.9906532697,NewTaipei:geo06,0.4,0.4,0,10,1
geometry:route_type:B1,NewTaipei:16941,NewTaipei:16941:160557:0:2107e6c5f45c5ff1,F721,NewTaipei,121.726736586,24.9524498924,NewTaipei:geo06,0.7,0.6,0.1,10,1
geometry:route_type:B1,NewTaipei:16942,NewTaipei:16942:158069:0:df0179f77e46f0d5,F722,NewTaipei,121.685034986,24.9175886371,NewTaipei:geo06,0.7,0.6,0.1,10,1
geometry:route_type:B1,NewTaipei:16943,NewTaipei:16943:158070:0:e2690bfa3b6f22b1,F723,NewTaipei,121.686520328,24.9138564825,NewTaipei:geo06,0.7,0.7,0,10,1
geometry:route_type:B1,NewTaipei:16944,NewTaipei:16944:158071:0:17e3199d5d3cf027,F801,NewTaipei,121.777554458,25.1041858574,NewTaipei:geo07,0.5,0.3,0.2,10,1
geometry:route_type:B1,NewTaipei:16946,NewTaipei:16946:158073:0:ffbb32ac0f9d417f,F802,NewTaipei,121.844365485,25.1108685565,NewTaipei:geo07,0.3,0.4,-0.1,10,1
geometry:route_type:B1,NewTaipei:16948,NewTaipei:16948:158075:0:b0a9e1d8de876a4e,F803,NewTaipei,121.782900354,25.1025111722,NewTaipei:geo07,0.5,0.3,0.2,10,1
geometry:route_type:B1,NewTaipei:16950,NewTaipei:16950:158077:0:3f8838602ae55485,F805,NewTaipei,121.851587499,25.1214851348,NewTaipei:geo07,0.2,0.4,-0.2,10,1
geometry:route_type:B1,NewTaipei:16952,NewTaipei:16952:158079:0:c2e85696371e2644,F806,NewTaipei,121.817359708,25.1220266094,NewTaipei:geo07,0.4,0.2,0.2,10,1
geometry:route_type:B1,NewTaipei:16954,NewTaipei:16954:158081:0:e3331e881f81e4ec,F807上午線,NewTaipei,121.810299096,25.1065210823,NewTaipei:geo07,0.5,0.3,0.2,10,1
geometry:route_type:B1,NewTaipei:16955,NewTaipei:16955:158082:0:b29733f3bd1f1809,F807下午線,NewTaipei,121.81368424,25.106081182,NewTaipei:geo07,0.5,0.3,0.2,10,1
geometry:route_type:B1,NewTaipei:16956,NewTaipei:16956:158083:0:1b1ca9a0b78648aa,F808,NewTaipei,121.822224497,25.0944381512,NewTaipei:geo07,0.4,0.4,0,10,1
geometry:route_type:B1,NewTaipei:16958,NewTaipei:16958:158085:0:a2f3e948c42399ff,F811,NewTaipei,121.888039927,25.0420085774,NewTaipei:geo07,1,0.9,0.1,10,1
geometry:route_type:B1,NewTaipei:16960,NewTaipei:16960:158087:0:1e019c8b5bd41f70,F815,NewTaipei,121.836198795,24.9784966686,NewTaipei:geo07,0.7,0.7,0,10,1
geometry:route_type:B1,NewTaipei:16962,NewTaipei:16962:158089:0:a3d4615d3e98c8e2,F821,NewTaipei,121.767352862,25.0380174705,NewTaipei:geo07,0.6,0.6,0,10,1
geometry:route_type:B1,NewTaipei:16963,NewTaipei:16963:158090:0:90f0a3145f68b501,F822,NewTaipei,121.74869367,25.0192466892,NewTaipei:geo06,0.6,0.7,-0.1,10,1
geometry:route_type:B1,NewTaipei:16964,NewTaipei:16964:158091:0:76d8753b9eba055f,F823,NewTaipei,121.825313358,25.0261560638,NewTaipei:geo07,0.7,0.7,0,10,1
geometry:route_type:B1,NewTaipei:16969,NewTaipei:16969:158096:0:a475715dbf14ed9f,F835,NewTaipei,121.921959536,25.026937417,NewTaipei:geo07,1,0.9,0.1,10,1
geometry:route_type:B1,NewTaipei:16970,NewTaipei:16970:158097:0:fc14064eaaaa9d0b,F836,NewTaipei,121.961386681,25.0182175576,NewTaipei:geo07,0.7,0.9,-0.2,10,1
geometry:route_type:B1,NewTaipei:16971,NewTaipei:16971:158098:0:769c1ea3d8038698,F837,NewTaipei,121.920372665,25.0639431625,NewTaipei:geo07,0.6,0.9,-0.3,10,1
geometry:route_type:B1,NewTaipei:16972,NewTaipei:16972:159231:0:c05ea797be35c58e,貢寮區學生專車,NewTaipei,121.919694927,25.0669054557,NewTaipei:geo07,0.8,0.9,-0.1,10,1
geometry:route_type:B1,NewTaipei:16973,NewTaipei:16973:158100:0:f759e30287e2f9b5,F838,NewTaipei,121.917536121,25.0433848481,NewTaipei:geo07,1,0.9,0.1,10,1
geometry:route_type:B1,NewTaipei:16974,NewTaipei:16974:158101:0:c253a9c4f3544d98,F839,NewTaipei,121.91396925,25.0642863547,NewTaipei:geo07,0.8,0.9,-0.1,10,1
geometry:route_type:B1,NewTaipei:16975,NewTaipei:16975:159272:1:d3d14c3275493559,F922烏塗炭,NewTaipei,121.650562079,25.1628373039,NewTaipei:geo05,0.6,0.5,0.1,10,1
geometry:route_type:B1,NewTaipei:16976,NewTaipei:16976:158103:0:b60786f1c7b6a732,F922內崁,NewTaipei,121.645142739,25.1605733791,NewTaipei:geo05,0.6,0.5,0.1,10,1
geometry:route_type:B1,NewTaipei:16977,NewTaipei:16977:158104:0:0ff44ccbf0f81c2b,F933-0620學生專車,NewTaipei,121.612717997,25.218217649,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16978,NewTaipei:16978:158105:0:46245ae5f9b2d920,F933-0800,NewTaipei,121.627117838,25.2167014591,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16979,NewTaipei:16979:158106:0:ed2b276e43243e85,F933-0710,NewTaipei,121.640748871,25.2237512558,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16980,NewTaipei:16980:158107:0:8bb43b3d9b334df2,F931-0600,NewTaipei,121.612398759,25.2308717515,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16981,NewTaipei:16981:158108:0:6287c8483134470e,F931-0700,NewTaipei,121.614204325,25.2274490164,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16982,NewTaipei:16982:158109:0:109b7de8ebe80a68,F931-0800,NewTaipei,121.616659727,25.2218087533,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16983,NewTaipei:16983:158110:0:a47bccf3e89ed851,F931-0910,NewTaipei,121.628627326,25.2439564552,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16984,NewTaipei:16984:158111:0:00c0125b089fa6b2,F931-1030,NewTaipei,121.612001489,25.2284806913,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16985,NewTaipei:16985:158112:0:c7a1b1bed48106e2,F931-1255,NewTaipei,121.611587608,25.2299278531,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16986,NewTaipei:16986:158113:0:a58d0d0c64e49408,F931-1630,NewTaipei,121.610922521,25.2295587313,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16987,NewTaipei:16987:158114:0:6ce52d99898811c4,F931-1730,NewTaipei,121.610986552,25.2258327797,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:16988,NewTaipei:16988:158115:0:cad58b89b46a6ed9,F901,NewTaipei,121.626872291,25.0415655654,NewTaipei:geo06,0,0.1,-0.1,10,1
geometry:route_type:B1,NewTaipei:16990,NewTaipei:16990:158117:0:d7d962765083ea09,F902,NewTaipei,121.658306153,25.0605967201,NewTaipei:geo06,0.6,0.6,0,10,1
geometry:route_type:B1,NewTaipei:16993,NewTaipei:16993:158120:0:10700f1f7cd45386,F903,NewTaipei,121.658271123,25.0445610983,NewTaipei:geo06,0.6,0.4,0.2,10,1
geometry:route_type:B1,NewTaipei:16995,NewTaipei:16995:158122:0:183c97e66a5f54c8,F905,NewTaipei,121.688657178,25.0651187104,NewTaipei:geo06,0.7,0.6,0.1,10,1
geometry:route_type:B1,NewTaipei:16997,NewTaipei:16997:159015:0:1b103e7f3feb4394,586,NewTaipei,121.665695968,25.0732497868,NewTaipei:geo06,0.1,0.4,-0.3,10,1
geometry:route_type:B1,NewTaipei:16999,NewTaipei:16999:158126:0:dd3b262e344eccb0,F907,NewTaipei,121.662458232,25.0746174279,NewTaipei:geo06,0.6,0.3,0.3,10,1
geometry:route_type:B1,NewTaipei:17001,NewTaipei:17001:158128:1:b228eec7aea34a38,587,NewTaipei,121.647765317,25.0859092814,NewTaipei:geo06,0.4,0.5,-0.1,10,1
geometry:route_type:B1,NewTaipei:17003,NewTaipei:17003:158130:0:f6ab93754447105d,F919八連,NewTaipei,121.631473368,25.0979933404,NewTaipei:geo06,0.5,0.2,0.3,10,1
geometry:route_type:B1,NewTaipei:17005,NewTaipei:17005:158132:0:e2a479abb74012f0,F910,NewTaipei,121.625862076,25.108304811,NewTaipei:geo06,0.5,0.1,0.4,10,1
geometry:route_type:B1,NewTaipei:17007,NewTaipei:17007:158134:0:10c938caada7ae16,F911,NewTaipei,121.661947386,25.0598792216,NewTaipei:geo06,0.6,0.6,0,10,1
geometry:route_type:B1,NewTaipei:17009,NewTaipei:17009:158136:0:2b69506f1f31ff77,589,NewTaipei,121.661422836,25.0667461582,NewTaipei:geo06,0.6,0.4,0.2,10,1
geometry:route_type:B1,NewTaipei:17013,NewTaipei:17013:158140:0:a88b01c5e64bf47a,F915,NewTaipei,121.645446865,25.0644545747,NewTaipei:geo06,0.2,0.4,-0.2,10,1
geometry:route_type:B1,NewTaipei:17015,NewTaipei:17015:158142:0:950277e9ef250b03,677副,NewTaipei,121.62018952,25.0736802056,NewTaipei:geo06,0.4,0.6,-0.2,10,1
geometry:route_type:B1,NewTaipei:17016,NewTaipei:17016:158143:0:2d12308191578cb5,590,NewTaipei,121.626403803,25.0691714422,NewTaipei:geo06,0.2,0.6,-0.4,10,1
geometry:route_type:B1,NewTaipei:17017,NewTaipei:17017:158144:0:25141757b272793c,591,NewTaipei,121.618720782,25.0653678369,NewTaipei:geo06,0.2,0.3,-0.1,10,1
geometry:route_type:B1,NewTaipei:17292,NewTaipei:17292:158421:0:13623d0f7a12e819,945,NewTaipei,121.437290996,25.0699762698,NewTaipei:geo02,0.6,0.5,0.1,10,1
geometry:route_type:B1,NewTaipei:17293,NewTaipei:17293:158422:0:57f592d41cdefa17,946,NewTaipei,121.446121472,25.0717041041,NewTaipei:geo02,0.5,0.6,-0.1,10,1
geometry:route_type:B1,NewTaipei:17294,NewTaipei:17294:158423:0:9f9e65c77e1cc770,946副,NewTaipei,121.449289646,25.0712229105,NewTaipei:geo02,0.5,0.5,0,10,1
geometry:route_type:B1,NewTaipei:17300,NewTaipei:17300:158429:0:4be629c1cce8e07a,624,NewTaipei,121.50952758,24.99397615,NewTaipei:geo03,0.8,0.7,0.1,10,1
geometry:route_type:B1,NewTaipei:17304,NewTaipei:17304:158433:0:c9c01b53c9aaae44,985萬大樹林先導公車,NewTaipei,121.447778895,25.0027873695,NewTaipei:geo00,0.5,0.6,-0.1,10,1
geometry:route_type:B1,NewTaipei:17311,NewTaipei:17311:158451:0:33805d9bab3359fb,藍41延和,NewTaipei,121.475522696,24.990366715,NewTaipei:geo03,0.2,0.1,0.1,10,1
geometry:route_type:B1,NewTaipei:17332,NewTaipei:17332:158474:0:e251a907d4a29baf,藍21副,NewTaipei,121.625793775,25.0605267557,NewTaipei:geo06,0.5,0.4,0.1,10,1
geometry:route_type:B1,NewTaipei:17360,NewTaipei:17360:158507:0:10c209f0208dafa4,藍1,NewTaipei,121.485089358,25.0708807706,NewTaipei:geo02,0,0,0,10,1
geometry:route_type:B1,NewTaipei:17391,NewTaipei:17391:158545:0:6d664904e19d0939,F932-0600,NewTaipei,121.619018025,25.220395034,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:17392,NewTaipei:17392:158546:0:f6ea4ffcb8cd5526,F932-1630,NewTaipei,121.630345061,25.246618507,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:17393,NewTaipei:17393:158547:0:bb13e7c5a3164177,F932-0820,NewTaipei,121.613909273,25.228163384,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:17394,NewTaipei:17394:158548:0:7dd65fe9511831c7,F932-0950,NewTaipei,121.615725165,25.2267141226,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:17395,NewTaipei:17395:158549:0:95caf61b2be8a3e3,F932-1110,NewTaipei,121.626190202,25.2404188152,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:17433,NewTaipei:17433:158588:0:2be9ce1ad1a9d25b,F920,NewTaipei,121.706157885,25.0518932073,NewTaipei:geo06,0.4,0.6,-0.2,10,1
geometry:route_type:B1,NewTaipei:17465,NewTaipei:17465:158621:0:243ff2222a06787b,F932-0630,NewTaipei,121.630252631,25.2471255143,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:17466,NewTaipei:17466:158622:0:0c31f2db121e0858,棕7綠野香坡,NewTaipei,121.537920174,24.9829822326,NewTaipei:geo03,0.2,0.2,0,10,1
geometry:route_type:B1,NewTaipei:17479,NewTaipei:17479:158635:0:4791b6d7f3b48fb7,290副萬和,NewTaipei,121.53767515,24.9914095889,NewTaipei:geo03,0.3,0.4,-0.1,10,1
geometry:route_type:B1,NewTaipei:17482,NewTaipei:17482:158638:0:fef3ca232c133507,666皇帝殿,NewTaipei,121.60525221,24.9981386148,NewTaipei:geo06,0.9,0.7,0.2,10,1
geometry:route_type:B1,NewTaipei:17483,NewTaipei:17483:158639:0:84e1c285e5b04f89,666烏塗窟,NewTaipei,121.605885873,24.9974792743,NewTaipei:geo06,0.9,0.7,0.2,10,1
geometry:route_type:B1,NewTaipei:17500,NewTaipei:17500:158663:0:f4890e1d3a72d885,790漁港,NewTaipei,121.685816601,25.1788161008,NewTaipei:geo05,0.3,0.3,0,10,1
geometry:route_type:B1,NewTaipei:17501,NewTaipei:17501:158664:0:5707de8c2e4de411,788海科館,NewTaipei,121.797523075,25.1231782636,NewTaipei:geo07,0.7,0.5,0.2,10,1
geometry:route_type:B1,NewTaipei:17513,NewTaipei:17513:158679:0:de9cc03e7cbd8d6b,583,NewTaipei,121.452023847,25.1013784588,NewTaipei:geo02,0.6,0.6,0,10,1
geometry:route_type:B1,NewTaipei:17515,NewTaipei:17515:158683:0:9ddb1089494cc688,778,NewTaipei,121.377750879,24.919548904,NewTaipei:geo00,0.2,0.1,0.1,10,1
geometry:route_type:B1,NewTaipei:17516,NewTaipei:17516:158684:0:f6de001f685de448,藍18,NewTaipei,121.467072292,25.0271545396,NewTaipei:geo02,0,0.3,-0.3,10,1
geometry:route_type:B1,NewTaipei:17517,NewTaipei:17517:158685:0:428f2c2a8856e970,99,NewTaipei,121.451169404,25.0268788894,NewTaipei:geo02,0.8,0.8,0,10,1
geometry:route_type:B1,NewTaipei:17518,NewTaipei:17518:158686:0:38d0a14694f1227b,845,NewTaipei,121.4434211,25.0305058444,NewTaipei:geo02,0.5,0.7,-0.2,10,1
geometry:route_type:B1,NewTaipei:17519,NewTaipei:17519:158687:0:77c366a5f25d1e57,916,NewTaipei,121.392988492,24.949307608,NewTaipei:geo00,0.5,0.4,0.1,10,1
geometry:route_type:B1,NewTaipei:17523,NewTaipei:17523:158691:0:4aa538b1f234a280,806,NewTaipei,121.469372681,25.0415597484,NewTaipei:geo02,0.8,0.8,0,10,1
geometry:route_type:B1,NewTaipei:17524,NewTaipei:17524:158692:0:2652ea16c1235b68,805,NewTaipei,121.448015445,25.0318353319,NewTaipei:geo02,0.8,0.8,0,10,1
geometry:route_type:B1,NewTaipei:17525,NewTaipei:17525:158693:0:18ceac0bf4365c89,823,NewTaipei,121.634067939,25.056020152,NewTaipei:geo06,0.3,0.4,-0.1,10,1
geometry:route_type:B1,NewTaipei:17526,NewTaipei:17526:159276:0:0f5f9d8b02bb906e,813,NewTaipei,121.455379454,25.0301398653,NewTaipei:geo02,0.7,0.7,0,10,1
geometry:route_type:B1,NewTaipei:17527,NewTaipei:17527:158695:0:33a099285d0a55a6,813區,NewTaipei,121.46023159,25.0240642073,NewTaipei:geo02,0.8,0.7,0.1,10,1
geometry:route_type:B1,NewTaipei:17528,NewTaipei:17528:158696:0:6f4f6850f3b5d35c,862,NewTaipei,121.592766751,25.2224443351,NewTaipei:geo05,0.7,0,0.7,10,1
geometry:route_type:B1,NewTaipei:17530,NewTaipei:17530:159900:1:7938113a526a07c5,716(台灣好行-皇冠北海岸線),NewTaipei,121.553023644,25.2457848293,NewTaipei:geo04,0.7,0.1,0.6,10,1
geometry:route_type:B1,NewTaipei:17532,NewTaipei:17532:159687:0:fb73d03c50f84294,918,NewTaipei,121.484667673,25.0160262057,NewTaipei:geo03,0.8,1,-0.2,10,1
geometry:route_type:B1,NewTaipei:17534,NewTaipei:17534:158702:0:f15f99db774971a1,933,NewTaipei,121.507345555,25.0159544241,NewTaipei:geo03,0.8,0.7,0.1,10,1
geometry:route_type:B1,NewTaipei:17536,NewTaipei:17536:158704:0:0bc278af6296b2a9,927,NewTaipei,121.436740469,25.1131505515,NewTaipei:geo02,0.8,0.9,-0.1,10,1
geometry:route_type:B1,NewTaipei:17537,NewTaipei:17537:158705:0:8730d86237e92815,928,NewTaipei,121.432913084,25.1197925355,NewTaipei:geo02,0.7,0.8,-0.1,10,1
geometry:route_type:B1,NewTaipei:17545,NewTaipei:17545:158713:0:8220e01eda29e4ee,927經台北港,NewTaipei,121.432780862,25.1163947057,NewTaipei:geo02,0.8,0.9,-0.1,10,1
geometry:route_type:B1,NewTaipei:17548,NewTaipei:17548:158717:0:34a215b6bafd738d,951,NewTaipei,121.593591315,25.0151719325,NewTaipei:geo06,0.6,0.4,0.2,10,1
geometry:route_type:B1,NewTaipei:17557,NewTaipei:17557:158727:0:e7ef2024d9080e9d,897,NewTaipei,121.50099021,24.9919996448,NewTaipei:geo03,0.5,0.6,-0.1,10,1
geometry:route_type:B1,NewTaipei:17559,NewTaipei:17559:158729:0:fdf575851b77e5c7,F212副,NewTaipei,121.436567058,25.0591366568,NewTaipei:geo02,0.6,0.4,0.2,10,1
geometry:route_type:B1,NewTaipei:17565,NewTaipei:17565:158735:0:6371556761f5aba7,F812,NewTaipei,121.832848743,25.030179315,NewTaipei:geo07,0.7,0.7,0,10,1
geometry:route_type:B1,NewTaipei:17567,NewTaipei:17567:158737:0:c93a8685846303ac,F813,NewTaipei,121.849291544,25.0731707848,NewTaipei:geo07,0.4,0.5,-0.1,10,1
geometry:route_type:B1,NewTaipei:17568,NewTaipei:17568:158738:0:5bee3a6d4cccc307,F913,NewTaipei,121.643163261,25.0700971475,NewTaipei:geo06,0.4,0.2,0.2,10,1
geometry:route_type:B1,NewTaipei:17570,NewTaipei:17570:158740:0:8054f2bac7235b4a,947,NewTaipei,121.453961209,25.1124589089,NewTaipei:geo02,0.8,0.8,0,10,1
geometry:route_type:B1,NewTaipei:17575,NewTaipei:17575:158745:0:b90bb8cd359ddff5,953,NewTaipei,121.644665191,25.1186712793,NewTaipei:geo06,0.7,0.3,0.4,10,1
geometry:route_type:B1,NewTaipei:17576,NewTaipei:17576:158746:0:cd9a5ed27fc4ca4b,952,NewTaipei,121.379882985,25.0497754399,NewTaipei:geo02,0.8,0.7,0.1,10,1
geometry:route_type:B1,NewTaipei:17621,NewTaipei:17621:158793:0:f15950be37be2303,853跳蛙,NewTaipei,121.461319891,25.2171127499,NewTaipei:geo01,0.8,0.6,0.2,10,1
geometry:route_type:B1,NewTaipei:17623,NewTaipei:17623:158798:0:c00279a2ca9059e6,F723下石嘈,NewTaipei,121.708471974,24.920047475,NewTaipei:geo06,0.8,0.6,0.2,10,1
geometry:route_type:B1,NewTaipei:17624,NewTaipei:17624:158799:0:0360c4d10b4b3919,F703,NewTaipei,121.504159947,24.9534842685,NewTaipei:geo03,0.6,0.6,0,10,1
geometry:route_type:B1,NewTaipei:17625,NewTaipei:17625:158801:0:00c75f3a5d23efb6,898,NewTaipei,121.402261289,25.0556841563,NewTaipei:geo02,0.7,0.6,0.1,10,1
geometry:route_type:B1,NewTaipei:17631,NewTaipei:17631:158807:0:e8e9ad0d6a1979bc,F301,NewTaipei,121.479445503,25.0580075616,NewTaipei:geo02,0.4,0.3,0.1,10,1
geometry:route_type:B1,NewTaipei:17663,NewTaipei:17663:158839:0:31ed8483443ed42e,F205,NewTaipei,121.43139214,25.0475745709,NewTaipei:geo02,0.4,0.7,-0.3,10,1
geometry:route_type:B1,NewTaipei:17664,NewTaipei:17664:158840:0:6c72c9233bca7b49,F206,NewTaipei,121.414687018,25.0295097169,NewTaipei:geo02,0.3,0.4,-0.1,10,1
geometry:route_type:B1,NewTaipei:17665,NewTaipei:17665:158841:0:527903bb5b602e1b,F207,NewTaipei,121.406171504,25.0353614223,NewTaipei:geo02,0.4,0.5,-0.1,10,1
geometry:route_type:B1,NewTaipei:17668,NewTaipei:17668:158844:0:9a33b43fe3a4c372,982,NewTaipei,121.48064921,25.0212012015,NewTaipei:geo03,0.8,0.9,-0.1,10,1
geometry:route_type:B1,NewTaipei:17671,NewTaipei:17671:158849:0:b1e36960a1c34b28,林口-捷運圓山站,NewTaipei,121.427959377,25.070662407,NewTaipei:geo02,0.4,0.2,0.2,10,1
geometry:route_type:B1,NewTaipei:17672,NewTaipei:17672:158850:0:c7265d377259e73b,577,NewTaipei,121.465382228,25.0038267585,NewTaipei:geo03,0.5,0.4,0.1,10,1
geometry:route_type:B1,NewTaipei:17679,NewTaipei:17679:158858:0:432e4e5132cf539f,982區,NewTaipei,121.457319736,25.0508939301,NewTaipei:geo02,0.7,0.8,-0.1,10,1
geometry:route_type:B1,NewTaipei:17680,NewTaipei:17680:158859:0:f2363858c44c4db6,982直達,NewTaipei,121.487918922,25.0125675282,NewTaipei:geo03,0.7,0.9,-0.2,10,1
geometry:route_type:B1,NewTaipei:17682,NewTaipei:17682:158861:1:44f017557a30ecdd,596,NewTaipei,121.440867471,24.9962847832,NewTaipei:geo00,0.4,0.6,-0.2,10,1
geometry:route_type:B1,NewTaipei:17683,NewTaipei:17683:158862:0:06db35b677373666,585,NewTaipei,121.449201762,25.002797034,NewTaipei:geo00,0.5,0.6,-0.1,10,1
geometry:route_type:B1,NewTaipei:17687,NewTaipei:17687:158865:0:ae32325f06bbefd8,982直達新埔線,NewTaipei,121.458101404,25.0445104031,NewTaipei:geo02,0.7,0.8,-0.1,10,1
geometry:route_type:B1,NewTaipei:17689,NewTaipei:17689:158867:0:a19ccf0224c365b0,三峽-捷運永寧站,NewTaipei,121.394113515,24.9503167884,NewTaipei:geo00,0.2,0.3,-0.1,10,1
geometry:route_type:B1,NewTaipei:17692,NewTaipei:17692:158874:0:e342ebda014ef410,791繞貢寮,NewTaipei,121.853446873,25.0992200091,NewTaipei:geo07,0.7,0.6,0.1,10,1
geometry:route_type:B1,NewTaipei:17693,NewTaipei:17693:158875:0:22ba71cbc8dd8329,F815嶺頭觀目,NewTaipei,121.841480993,24.9878984198,NewTaipei:geo07,0.7,0.7,0,10,1
geometry:route_type:B1,NewTaipei:17694,NewTaipei:17694:158876:0:b2c8fe8efe50e006,F139行經101線,NewTaipei,121.488701169,25.2072493998,NewTaipei:geo01,0.4,0.5,-0.1,10,1
geometry:route_type:B1,NewTaipei:17696,NewTaipei:17696:158879:0:eb2eed50a34f393e,849屈尺社區,NewTaipei,121.541905427,24.9496959806,NewTaipei:geo03,0.3,0.1,0.2,10,1
geometry:route_type:B1,NewTaipei:17699,NewTaipei:17699:158882:0:1885063ccaa2afa1,F823區,NewTaipei,121.859862228,25.0257003555,NewTaipei:geo07,0.7,0.7,0,10,1
geometry:route_type:B1,NewTaipei:17700,NewTaipei:17700:158883:0:38d77dd08993e448,藍43延南天母,NewTaipei,121.419096028,24.9601969159,NewTaipei:geo00,0.1,0.1,0,10,1
geometry:route_type:B1,NewTaipei:17706,NewTaipei:17706:158889:0:721b4bdd8be1937b,897區,NewTaipei,121.513934988,24.9774744564,NewTaipei:geo03,0.6,0.5,0.1,10,1
geometry:route_type:B1,NewTaipei:17711,NewTaipei:17711:158894:0:f5424ccc2414baf1,三峽-捷運台大醫院站,NewTaipei,121.433230481,24.982331325,NewTaipei:geo00,0.3,0.1,0.2,10,1
geometry:route_type:B1,NewTaipei:17714,NewTaipei:17714:158897:0:53080a47acfe150f,F657,NewTaipei,121.348560207,24.9991472485,NewTaipei:geo00,0.8,0.9,-0.1,10,1
geometry:route_type:B1,NewTaipei:17717,NewTaipei:17717:158900:0:a558560032960c4a,932繞國家教育研究院,NewTaipei,121.409564959,24.963785278,NewTaipei:geo00,0.6,0.5,0.1,10,1
geometry:route_type:B1,NewTaipei:17718,NewTaipei:17718:158901:0:078a76699f0b23be,791經貢寮區衛生,NewTaipei,121.84742755,25.1077501972,NewTaipei:geo07,0.8,0.6,0.2,10,1
geometry:route_type:B1,NewTaipei:17719,NewTaipei:17719:158902:0:7204b4af80012f21,786區,NewTaipei,121.407183385,25.0632097747,NewTaipei:geo02,0.7,0.6,0.1,10,1
geometry:route_type:B1,NewTaipei:17720,NewTaipei:17720:158908:0:a1a8bbbbfc4c88f7,939跳蛙,NewTaipei,121.483503828,24.9835462249,NewTaipei:geo03,0.5,0.4,0.1,10,1
geometry:route_type:B1,NewTaipei:17733,NewTaipei:17733:159036:0:c1128025af6801d2,F932-0715,NewTaipei,121.630278343,25.2474879403,NewTaipei:geo05,1,1,0,10,1
geometry:route_type:B1,NewTaipei:17775,NewTaipei:17775:159119:0:2ea87fc2055285f0,908延,NewTaipei,121.426923028,24.962989611,NewTaipei:geo00,0.6,0.4,0.2,10,1
geometry:route_type:B1,NewTaipei:17789,NewTaipei:17789:159134:0:50c89798391f3220,960,NewTaipei,121.448018047,25.0455266836,NewTaipei:geo02,0.6,0.7,-0.1,10,1
geometry:route_type:B1,NewTaipei:17790,NewTaipei:17790:159135:0:71f1be375705d87e,958,NewTaipei,121.464748145,25.061759139,NewTaipei:geo02,0.4,1,-0.6,10,1
geometry:route_type:B1,NewTaipei:17791,NewTaipei:17791:159136:0:98fc4a7862b1880a,959,NewTaipei,121.4622868,25.0582734365,NewTaipei:geo02,0.6,1,-0.4,10,1
geometry:route_type:B1,NewTaipei:17802,NewTaipei:17802:159147:0:6d9795d0c497560a,854,NewTaipei,121.369619743,25.0692134112,NewTaipei:geo02,0.3,0.4,-0.1,10,1
